state,dialog
1362,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S I 200 I 200 S I 200 P A P A P P 200 P 200 A I 200 A I 200 A A P 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1363,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A B A A A B B B B 200 B 200 B 200 B 200
1364,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1365,I T I T I 500 I A T W W I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 C A I 487 C 200 A I 487 A I 487 A
1366,I T I 407 A I T I T I 500 A I T I T I 500 I I T I A T T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A I 487 A
1367,I T I T I 500 I T I T A I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1368,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 603 A I 603 A I 603 A I 603 A
1369,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 I 200 P 200 I 200 I 200 P 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1370,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 I 200 I 200 P 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1371,I I T T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1372,I T I T I 500 A I T I T I 500 I I T T I A T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U U U 200 U 200 U 200 U 200 U 200 U U 200 U U 200 U 200 U 200 U 200 U U U 200 U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
1373,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1374,I T I 407 A I T I T I 500 A I T I T I 500 A I T I 486 A I 486 A I 486 A
1375,I T I T I 500 I T I T I A T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1376,I I T T I 500 A I T I T R R R P P P P 200 R P 200 R P 200 R P P P P 200 R R I 200 P 200 I 200 P P I 200 P 200 P 200 P 200 A A A A I T I T I I 200 I 200 I 200 A A A I T I T I I 200 I 200 I 200 A A A I T I T I I 200 I 200 I 200 A A A I T I T I I 200 I 200 I 200 A A A I T I T I I 200 I 200 I 200 A A A U U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
1377,I T I T I 500 I T I T I T A R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I T I T I T I 200 I 200 I 200 I 200 A A A A I T I I T T I T I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1378,I T I T I 500 A I I T I T T R R P R R P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
1379,I I T I 500 A T I T I T S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 P 200 R R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1380,I T I 407 A I I T I 500 A I T I T T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1381,I T I 407 A I I T I 500 A I T I T T R R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1382,I T I 407 A I I T I 500 A T I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1383,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 487 A I 487 A I 487 A
1384,I T I T I 500 I T A I T S S S P P P P 200 S P S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 C C C C 200 C 200 I 487 A I 487 A C 200 I 487 A
1385,I T I T R R P P P 200 P 200 I 200 I 200 A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B 200 B 200
1386,I T I T I 500 A I T I T I T I R T R R R P P P P P 200 P 200 P 200 P 200 I 480 A I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1387,I I T T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
1388,I T I 407 A I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A C 200 I 487 A I 487 A
1389,I I T I 500 A T I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1390,I I T T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U 200 U U 200 U U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U 200 U U U 200 U 200 U U U 200 U 200 U U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1391,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U U 200 U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1392,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U U 200 U 200 U 200 B B B B 200 B 200 B 200
1393,I T I T I 500 A I T I T R R R P P P P 200 P 200 P P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1394,I T I T I 500 I A T I 486 I 486 A A
1395,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1396,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1397,I I T I 500 A T I T I T S S S P P P P P 200 S P 200 P 200 P 200 S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B B 200 B 200 B 200 B 200
1398,I T I T S S P P P 200 P 200 S S P P P 200 P 200 I 486 A I 486 A
1399,I T I T I 500 A I T I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 408 A I 408 A I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1400,I T I T I 500 I I T I T A T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1401,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P 200 P P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1402,I T I T I 500 A I T I T R R R P P P P P 200 I 200 P 200 I 200 P 200 P 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1403,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1404,I I T T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1405,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P 200 P P 200 P 200 R R R S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1406,I T I T I 500 A I T I T S S S P P P P P 200 S S P 200 P 200 S P 200 P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 480 A I 480 A I 480 A
1407,I T I 407 A I I T I 500 A T I T I T R R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1408,I T I T I 500 I A T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I I I T I T T T I 200 I 200 I 200 I 200 A A A A I T I I T T I T I 488 A I 488 A I 488 A I 488 A I T I 407 A I I I T T I T T I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1409,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U U 200 U 200 U 200 U U U U U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1410,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S I 200 P I 200 P P I 200 P P 200 P 200 P 200 P 200 A A A A B B B B 200 B 200 B 200
1411,I I T I 500 A T I T T I S S S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1412,I I T T I 500 A I T I T S S S P P P P P 200 R R P 200 P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1413,I T I 407 A I I T I 500 I T A I T T I 484 A I 484 A I 484 A
1414,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1415,I T I T I 500 I T A I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1416,I I T I 500 A I T T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1417,I T I T I 500 A I T I T S S S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200 B B 200
1418,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1419,I I T I 500 T A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1420,I T I T I 500 A I T W W R R P P P 200 P 200 I 200 I 200 A A B B B 200 B 200
1421,I T I T I 500 I T A I T S S S P P P P P 200 R P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1422,I T I T I 500 A I T I T I I T T R R R R P P P P P 200 P 200 P 200 P 200 I 480 A I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1423,I T I T I 500 I A T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B 200 B B 200 B 481 B 200 B 200
1424,I T I 407 A I T I T I 500 I T A I T R R R P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 C 200 A I 487 A
1425,I T I T I 500 A I T I T R R R I 200 I 200 I 200 A A I 200 I 200 A A B B B B 200 B 200 B 200
1426,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I T I T I I 200 I 200 I 200 I 200 A A A A U U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
1427,I T I T I 500 A I T I T I W T W S S S S P P P P P 200 P 200 P 200 P 200 R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
1428,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200 B B 481
1429,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 S P 200 P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1430,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 I T I I T T I I 200 I 200 I 200 I 200 A A A A I I T I T T I T I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1431,I T I 407 A I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
1432,I I T I 500 A T I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 480 A I 480 A I 480 A
1433,I T I T I 500 A I T I T I 404 A I 404 A S P P 200 I 404 A
1434,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1435,I T I T I 500 A I T I T S S S P P P P 200 R R P 200 P 200 R P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1436,I T I T I 500 I T A I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B B 200 B 200 B 200 B 200 B 200
1437,I T I 407 A I T I T I 500 I T A I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1438,I T I T I 500 A I T I T R R R I 200 I 200 I 200 P P P P P 200 P 200 A P 200 A A A P 200 I T I T I I 200 I 200 I 200 A A A B B B B 200 B 200 B 200
1439,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I T I T I I 200 I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U U 200 B B B B B 200 B 200 B 200 B 200
1440,I T I T I 500 I A T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 I 487 A A
1441,I I T T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B 200 B 200 B 200
1442,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 I T I T I T I I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1443,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U U 200 U 200 U 200 B B B B 200 B 200 B 200
1444,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B B 200 B 200 B 200 B 200 B 200
1445,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1446,I T I T I 500 I T I T I T A R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I I T I 200 I 200 A A I I I 200 T I 200 A A B B B B B 200 B 200 B 200 B 200
1447,I T I T I 500 A I I T T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
1448,I T I T I 500 I T W I W T A I T S S S S P P P P P 200 P 200 S P 200 P 200 S S S P P P P P 200 S S P 200 P 200 S P 200 S P P P P P 200 P 200 P 200 P 200 R R R R P P P P P 200 P 200 P 200 P 200 I 480 A I 480 A I 480 A I 480 A
1449,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 R P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 480 A I 480 A I 480 A
1450,I T I T I 500 A I T I T I T R R R R I 200 I 200 I 200 I 200 A A A A U U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1451,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1452,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1453,I T I 407 A I I T I 500 A I T I T T I 504 A I 504 A I 504 A
1454,I T I T I 500 I I T I T T A R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
1455,I T I 407 A I I T I 500 A T I T I T I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1456,I T I 407 A I T I T I 500 I T A I T S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1457,I T I T I 500 A I T I T W W I T S S S S P P P P P 200 P 200 P 200 P 200 R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C I 487 A I 487 C 200 C C 200 A I 487 A I 487 A
1458,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B B B 200 B 200 B 200 B 200 B B 481 B 481
1459,I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1460,I T I T I 500 A I T I T S S S P P P P 200 R R P 200 P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1461,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
1462,I T I 407 A I T I T I 500 A I T I T I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1463,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1464,I T I T I 500 I A T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I T I T I I 200 I 200 I 200 I 200 A A A A U U U U 200 U U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
1465,I I T T R R I 200 I 200 A A B B B 200 B 200
1466,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 I 480 A I 480 A I 480 A
1467,I I T I 500 A I T T I T I 500 A I I T I T T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U 200 U U 200 U U 200 U 200 U U 200 B B B B B B 200 B 200 B 200 B 200 B 200
1468,I I T I 500 A I T I T I 500 A I T I T T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A I 487 A
1469,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1470,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I I T I T T I T I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1471,I T I 407 A I T I T I 500 A I T I T S S S P P P S S P 200 P 200 P 200 S P P P P 200 P 200 R R P 200 R P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1472,I T I T I 500 A I T I T I T I T R R R R P P P P R R R R P P P P P 200 P 200 P 200 P 200 P 200 P 200 P 200 P 200 I 200 I 200 C C 200 I 200 I 200 A A A A I 487 A B B B B B 200 B 200 B 200 B 200
1473,I I T I 500 A T I T I T R R R I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U 200 B B B B 200 B 200 B 200
1474,I T I 407 A I I T I 500 A T I T I T S S S P P P P P 200 R P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1475,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B 200 B B B 200 B 200 B 200 B 200 B 200
1476,I I T T I 500 A I T I T S S S P P P 200 P 200 P P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1477,I T I T I 500 I T A I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I T I T I I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1478,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1479,I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 S P 200 S P 200 S P P P P 200 S S P 200 P 200 S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
1480,I T I T I 500 A I T I T I 500 A I T W W I T W I T I 500 A I T I T I T I 486 A I 486 A I 486 A I 486 A I 486 A I 486 A I 486 A
1481,I T I T I 500 A I T I T W W I T S S S S P P P P P 200 P 200 P 200 P 200 S S S S P P P P P 200 P 200 P 200 P 200 I 486 A I 486 A I 486 A I 486 A
