state,dialog
1232,I T I T I 500 A I T W W I T I T C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
1233,I T I T I 500 A I T I T I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 B B B B 200 B 200 B 200
1234,I T I 407 A I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U 200 U 200 U U U U 200 U 200 B B B B 200 B 200 B 200
1235,I I T I 500 A I T T T I R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1236,I T I 407 A I T I T I 500 A I T I T R R R I 200 P P I 200 P P P 200 P 200 I 200 P 200 P 200 A A A A B B B B 200 B 200 B 200
1237,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1238,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
1239,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1240,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 R R P 200 P 200 P 200 R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 U U U U 200 U 200 U 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1241,I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P R P 200 P 200 R P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1242,I T I 407 A I I T T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1243,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1244,I T I T I 500 A I T I T S S S P P P P P 200 R R P 200 P 200 P 200 R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 C 200 A I 487 A I 487 A
1245,I I T I 500 A I T T I T S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1246,I T I 407 A I I T I 500 A T I T I T S S S P P P S S P 200 P 200 P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1247,I I T T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1248,I I T I 500 A T I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
1249,I I T I 500 A I T I T T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1250,I T I T I 500 A I T I T I 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 I T I T I T I 200 I 200 I 200 I 200 I 200 A A A A B B B 200 B 200 B B B 200 B 200
1251,I I T I 500 A I T I T T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1252,I I T I 500 A T I T I T S S S P P P P 200 P 200 P 200 R R R I 200 P I 200 P P P 200 I 200 P 200 A P 200 A A A B B B B 200 B 200 B 200
1253,I I T T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
1254,I T I T I 500 A I T W W I T I T S S S S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 I 487 C A I 487 C 200 C A C 200 I 487 A I 487 A
1255,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
1256,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 C C C 200 C 200 C C 200 I 487 A I 487 A I 487 A
1257,I T I T I 500 A I T I T S S S P P P P 200 P 200 R R P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1258,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1259,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B B 200 B 200 B 200 B 200
1260,I I T I 500 A T I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1261,I I T I 500 A T I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1262,I T I T I 500 A I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 P 200 R R P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1263,I T I T I 500 A I T W W I T I T S S S S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 I 487 A I 487 C A C 200 C C 200 I 487 A I 487 A
1264,I T I 407 A I T I T I 500 A I T I T I 500 A I I T T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A I 487 A
1265,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 R P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1266,I T I T I 500 A I I T I T T R R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
1267,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 I 487 C C 200 C A I 487 A C 200 I 487 A I 487 A
1268,I T I 407 A I I T T I 500 A I T I T S S S P P P P 200 R R P 200 P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1269,I I T T I 500 I T A I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1270,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1271,I T I 407 A I T I T I 500 A I T I T I 500 A I T I T I T R R R R R I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B 200 B 200 B 200 B 200
1272,I I T I 500 T A I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1273,I T I 407 A I T I T I 500 A I T I T R R R P P P P P 200 I 200 P 200 I 200 P 200 P 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1274,I T I T I 500 A I T I T R R R P P P P P 200 I 200 P 200 I 200 P 200 P 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A B B B B B 200 B 200 B 200 B 200
1275,I T I T I 500 A I T I T S S S P P P P 200 I 200 P 200 I 200 I 200 A P 200 A A A B B B B 200 B 200 B 200
1276,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1277,I T I T I 500 A I I T I T T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A I 200 A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1278,I T I 407 A I T I T I 500 A I T I T S S S S S P P P P P 200 U P 200 P 200 P 200 U U U U 200 U 200 U 200 R R R I 480 A I 480 A I 480 A
1279,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1280,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 I 200 I 200 P 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1281,I T I T I 500 A I T W W I T I T S S S S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
1282,I T I 407 A I I T T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 I 480 A I 480 A I 480 A
1283,I I T I 500 A I T T I T S S S P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
1284,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U U 200 U 200 U 200 B B B B 200 B 200 B 200 B B 200
1285,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B B B 200 B B 200 B 200 B 200 B 200
1286,I T I 407 A I T I T I 500 I T A I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B B 200 B 200 B 200
1287,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1288,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 U U U U 200 U 200 U 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1289,I I T T I 500 A I T I T S S S P P P P P 200 R P 200 P 200 P 200 R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 U U U U 200 U 200 U 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1290,I T I 407 A I T I T I 500 I T A I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B B 200 B 200 B 200
1291,I I T T I 500 A I T I T R R R P P P P 200 S S P 200 P 200 S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1292,I T I T I 500 A I T W W I T I T S S S S P P P P P 200 P 200 P 200 P 200 S S S S P P P P P 200 S S P 200 P 200 S P 200 S P P P P P 200 P 200 P 200 P 200 R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1293,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U U 200 B B B B B B B 200 B 481 B 481 B 200 B 200 B 200
1294,I T I T I 500 I T I T A I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I T I T I I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1295,I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1296,I T I 407 A I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1297,I T I 407 A I T I T I 500 A I T I T I 502 A I 502 A I 502 A
1298,I T I T I 500 A I T I T S S S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1299,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U U 200 U 200 U 200 U 200 U U U 200 U U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
1300,I I T T I 500 A I T I T C C 200 C C 200 C I 487 A C 200 I 487 A I 487 A
1301,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C C 200 C C 200 I 487 C 200 A I 487 A I 487 A I 487 A
1302,I T I 407 A I T I T I 500 A I T I T I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1303,I I T I 500 A I T I T T S S S P S P S P P P 200 R R P 200 P 200 P 200 R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
1304,I T I 407 A I I T T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B B B B 200 B 200 B 200 B 200 B 200 B 200 B 200
1305,I T I T I 500 I I T I T R R A T R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
1306,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 R P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1307,I T I T I 500 I I T A T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1308,I T I 407 A I I T I 500 A T I T I T R R R P P P P 200 P 200 I 200 I 200 P 200 I 200 A A A A B B B B 200 B 200 B 200
1309,I I T T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U U U 200 U 200 U 200 B B B B B B B B 200 B 200 B 200 B 200 B 200 B 200
1310,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 I T I T I T I I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1311,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U 200 U 200 U U U 200 U 200 U U 200 U U U U 200 U U 200 U 200 U 200 U U 200 B B B B B B 200 B 200 B 200 B 200 B 200
1312,I T I 407 A I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U U U 200 U 200 U U 200 U 200 U 200 U U U U U 200 U 200 U 200 U 200 U 200 U U U 200 U 200 U 200 U U U 200 U 200 U U U U U 200 U 200 U 200 U 200 U 200 U U U U 200 U U 200 U 200 U 200 U 200 B B B B B B 200 B 200 B 200 B 200 B 200
1313,I T I T I 500 A I T I T I T W W S S S S P P P P P 200 S P 200 P 200 P 200 S S S P P P P P 200 S S P 200 P 200 S S P 200 P P P P P 200 P 200 P 200 P 200 R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C I 487 I 487 C 200 I 487 A A I 487 A A
1314,I I T I 500 A I T I T T S S S P P P P 200 P 200 S S P 200 S P P P P 200 P 200 P 200 I 480 A I 480 A I 480 A
1315,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 480 A I 480 A I 480 A I 480 A
1316,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
1317,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1318,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 I T B B I T I B B B 200 B 200 B 200 B 200
1319,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 R P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1320,I I T I 500 A I T T I T I 480 A I 480 A I 480 A
1321,I T I 407 A I I T I 500 A I T T I T I 404 A I 404 A S P P 200 C C 200 I 404 A
1322,I T I T I T R R P P P 200 P 200 I 408 A C C 200 C C 200 I 487 A I 408 A
1323,I T I T I 500 A I T I T S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1324,I I T I 500 A T I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
1325,I T I T I 500 A I T I T S S S P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1326,I I T T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1327,I T I T I 500 I A T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I I T T I I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1328,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I T I T I T I 200 I 200 I 200 I 200 A A A A I I T I T I T T I 488 A I 488 I 488 A A I 488 A I T I 407 A I T I T I T I T I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1329,I T I 407 A I T I T I 500 A I T I T C C 200 C C 200 C C 200 I 487 I 487 A I 487 A A
1330,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
1331,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 W W W I 481 A I 481 A P I 481 P 481 A
1332,I T I T I 500 I I T I T A T I T R R R R P P P P P 200 P 200 P 200 P 200 I 408 A I 200 I 200 I 200 I 200 A A A A B B B B B B 408
1333,I T I T I 500 A I T I T S S S P P P P 200 I 200 I 200 P 200 I 200 A P 200 A A A B B B B 200 B 200 B 200
1334,I T I T I 500 A I T I T S S S P P P P P 200 R P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 486 A I 486 A I 486 A
1335,I T I 407 A I T I T I 500 A I T I T S S S P P P R P P 200 R P 200 P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1336,I I T T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
1337,I T I 407 A I I T T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1338,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 I 200 P 200 I 200 P 200 P 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1339,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
1340,I I T I 500 A T I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1341,I I T I 500 A T I T I T R R R C C C 200 C 200 C C 200 I 487 A I 487 A I 487 A
1342,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1343,I T I T I 500 A I T I T R R R P P P P P 200 I 200 I 200 P 200 P 200 I 200 A P 200 A A A B B B B B 200 B 200 B 200 B 200
1344,I I T T I 500 I T A I T R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C 200 C C 200 I 487 A I 487 A I 487 A
1345,I I T T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1346,I T I 407 A I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1347,I T I T I 500 A I T I T R R R C C 200 C C 200 C P C 200 I 487 P A I 487 A P 481 I 487 A
1348,I T I T I 500 A I T I T S S S P P P P P 200 R P 200 P 200 P 200 R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
1349,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B B 200 B 200
1350,I I T I 500 A T I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B B B 200 B 200 B 200 B 200 B 200
1351,I I T T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
1352,I T I T I 500 A I T W W I T I T S S S S P P P P P 200 P 200 R P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 S S S S P P P P P 200 P 200 P 200 P 200 U U U U U 200 U 200 U 200 U 200 I 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B B 200 B 200
1353,I T I T I 500 A I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
1354,I T I 407 A I T I T I 500 A I T I T S S S S S P P P P 200 S P 200 S P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 486 A I 486 A I 486 A
1355,I I T T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 B B B B 200 B 200 B 200
1356,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
1357,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
1358,I T I T I 500 A I I T I T T I 486 I 486 A I 486 A A I 486 A
1359,I T I T R R P P P 200 P 200 I 200 I 200 A A U U U 200 U 200 U U U 200 U 200 B B B 200 B 200
1360,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
1361,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 C C 200 C C C 200 C 200 I 487 A I 487 A I 487 A
